YEAR,GENRE,RATING,VOTES,RunTime,Gross,MOVIES,ONE-LINE,STARS
2014.0,"['Action', 'Crime', 'Thriller']",6.0,183595.0,108.0,89.26,Taken 3,"
Accused of a ruthless murder he never committed or witnessed, Bryan Mills goes on the run and brings out his particular set of skills to find the true killer and clear his name.","
    Director:
Olivier Megaton
| 
    Stars:
Liam Neeson, 
Forest Whitaker, 
Maggie Grace, 
Famke Janssen
"
2013.0,"['Action', 'Crime', 'Drama']",6.8,110076.0,116.0,11.33,Out of the Furnace,"
When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice.","
    Director:
Scott Cooper
| 
    Stars:
Christian Bale, 
Casey Affleck, 
Zoe Saldana, 
Woody Harrelson
"
2014.0,"['Action', 'Adventure', 'Drama']",5.7,247033.0,138.0,101.2,Noah,"
Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.","
    Director:
Darren Aronofsky
| 
    Stars:
Russell Crowe, 
Jennifer Connelly, 
Anthony Hopkins, 
Emma Watson
"
2010.0,"['Action', 'Crime', 'Thriller']",6.2,59882.0,107.0,57.74,Takers,"
A group of bank robbers find their multi-million dollar plan interrupted by a hard-boiled detective.","
    Director:
John Luessenhop
| 
    Stars:
Chris Brown, 
Hayden Christensen, 
Matt Dillon, 
Michael Ealy
"
2005.0,"['Action', 'Crime', 'Drama']",7.6,300344.0,122.0,24.15,Lord of War,"
An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.","
    Director:
Andrew Niccol
| 
    Stars:
Nicolas Cage, 
Ethan Hawke, 
Jared Leto, 
Bridget Moynahan
"
2013.0,"['Comedy', 'Drama']",7.3,195580.0,98.0,33.41,Blue Jasmine,"
A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...","
    Director:
Woody Allen
| 
    Stars:
Cate Blanchett, 
Alec Baldwin, 
Peter Sarsgaard, 
Sally Hawkins
"
2012.0,"['Action', 'Adventure', 'Thriller']",6.6,296948.0,103.0,85.02,The Expendables 2,"
Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.","
    Director:
Simon West
| 
    Stars:
Sylvester Stallone, 
Liam Hemsworth, 
Randy Couture, 
Jean-Claude Van Damme
"
2011.0,"['Action', 'Adventure', 'Fantasy']",5.2,96638.0,113.0,21.3,Conan the Barbarian,"
A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.","
    Director:
Marcus Nispel
| 
    Stars:
Jason Momoa, 
Ron Perlman, 
Rose McGowan, 
Stephen Lang
"
1969.0,"['Action', 'Drama', 'History']",7.0,21366.0,132.0,4.36,Battle of Britain,"
In 1940, the British Royal Air Force fights a desperate battle to prevent the Luftwaffe from gaining air superiority over the English Channel as a prelude to a possible Axis invasion of the U.K.","
    Director:
Guy Hamilton
| 
    Stars:
Michael Caine, 
Trevor Howard, 
Harry Andrews, 
Curd Jürgens
"
2013.0,"['Comedy', 'Drama', 'Music']",7.4,147794.0,104.0,16.17,Begin Again,"
A chance encounter between a down-and-out music-business executive and a young singer-songwriter, new to Manhattan, turns into a promising collaboration between the two talents.","
    Director:
John Carney
| 
    Stars:
Keira Knightley, 
Mark Ruffalo, 
Adam Levine, 
Hailee Steinfeld
"
2015.0,"['Drama', 'Mystery', 'Thriller']",6.6,100313.0,100.0,0.23,The Invitation,"
A man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions.","
    Director:
Karyn Kusama
| 
    Stars:
Logan Marshall-Green, 
Emayatzy Corinealdi, 
Michiel Huisman, 
Tammy Blanchard
"
1983.0,"['Drama', 'Music', 'Romance']",6.2,49826.0,95.0,94.9,Flashdance,"
A Pittsburgh woman with two jobs as a welder and an exotic dancer wants to get into ballet school.","
    Director:
Adrian Lyne
| 
    Stars:
Jennifer Beals, 
Michael Nouri, 
Lilia Skala, 
Sunny Johnson
"
2013.0,"['Action', 'Crime', 'Drama']",6.2,68546.0,100.0,0.03,Hummingbird,"
A damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity.","
    Director:
Steven Knight
| 
    Stars:
Jason Statham, 
Agata Buzek, 
Vicky McClure, 
Benedict Wong
"
2017.0,"['Animation', 'Adventure', 'Comedy']",7.8,66462.0,103.0,40.44,Paddington 2,"
Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.","
    Director:
Paul King
| 
    Stars:
Ben Whishaw, 
Hugh Grant, 
Hugh Bonneville, 
Sally Hawkins
"
2008.0,"['Animation', 'Adventure', 'Comedy']",7.7,131204.0,101.0,15.09,Gake no ue no Ponyo,"
A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.","
    Director:
Hayao Miyazaki
| 
    Stars:
Cate Blanchett, 
Matt Damon, 
Liam Neeson, 
Tomoko Yamaguchi
"
2016.0,"['Action', 'Adventure', 'Crime']",5.7,79668.0,98.0,21.22,Mechanic: Resurrection,"
Bishop's most formidable foe kidnaps the love of his life in order to make him complete three impossible assassinations and make them look like accidents.","
    Director:
Dennis Gansel
| 
    Stars:
Jason Statham, 
Jessica Alba, 
Tommy Lee Jones, 
Michelle Yeoh
"
2013.0,['Comedy'],3.5,67762.0,88.0,32.02,Scary Movie 5,"
A couple begin to experience some unusual activity after bringing their lost nieces and nephew home. With the help of home-surveillance cameras, they learn they're being stalked by a nefarious demon.","
    Directors:
Malcolm D. Lee, 
David Zucker
| 
    Stars:
Simon Rex, 
Ashley Tisdale, 
Charlie Sheen, 
Lindsay Lohan
"
2014.0,"['Action', 'Comedy', 'Crime']",5.9,22359.0,90.0,0.02,Kill Me Three Times,"
Professional hit-man Charlie Wolfe finds himself in three tales of murder, blackmail and revenge after a botched contract assignment.","
    Director:
Kriv Stenders
| 
    Stars:
Simon Pegg, 
Teresa Palmer, 
Alice Braga, 
Luke Hemsworth
"
2010.0,"['Action', 'Comedy', 'Romance']",5.5,89080.0,100.0,47.06,Killers,"
A vacationing woman meets her ideal man, leading to a swift marriage. Back at home, however, their idyllic life is upset when they discover their neighbors could be assassins who have been contracted to kill the couple.","
    Director:
Robert Luketic
| 
    Stars:
Katherine Heigl, 
Ashton Kutcher, 
Tom Selleck, 
Catherine O'Hara
"
2012.0,"['Animation', 'Adventure', 'Comedy']",6.4,103009.0,86.0,214.03,The Lorax,"
A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.","
    Directors:
Chris Renaud, 
Kyle Balda
| 
    Stars:
Zac Efron, 
Taylor Swift, 
Danny DeVito, 
Ed Helms
"
2016.0,"['Adventure', 'Family', 'Fantasy']",6.2,98302.0,113.0,77.04,Alice Through the Looking Glass,"
Alice returns to the whimsical world of Wonderland and travels back in time to help the Mad Hatter.","
    Director:
James Bobin
| 
    Stars:
Mia Wasikowska, 
Johnny Depp, 
Helena Bonham Carter, 
Anne Hathaway
"
2015.0,"['Drama', 'History', 'War']",6.6,54067.0,113.0,1.11,Macbeth,"
Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.","
    Director:
Justin Kurzel
| 
    Stars:
Michael Fassbender, 
Marion Cotillard, 
Jack Madigan, 
Frank Madigan
"
2016.0,"['Biography', 'Crime', 'Drama']",7.0,70858.0,127.0,15.43,The Infiltrator,"
A U.S. Customs official uncovers a money laundering scheme involving Colombian drug lord Pablo Escobar.","
    Director:
Brad Furman
| 
    Stars:
Bryan Cranston, 
John Leguizamo, 
Diane Kruger, 
Amy Ryan
"
2005.0,"['Action', 'Horror', 'Sci-Fi']",5.2,110028.0,105.0,28.21,Doom,"
Space Marines are sent to investigate strange events at a research facility on Mars but find themselves at the mercy of genetically enhanced killing machines.","
    Director:
Andrzej Bartkowiak
| 
    Stars:
Karl Urban, 
Rosamund Pike, 
Dwayne Johnson, 
Deobia Oparei
"
1984.0,"['Animation', 'Adventure', 'Fantasy']",8.1,157520.0,117.0,0.5,Kaze no tani no Naushika,"
Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.","
    Director:
Hayao Miyazaki
| 
    Stars:
Sumi Shimamoto, 
Mahito Tsujimura, 
Hisako Kyôda, 
Gorô Naya
"
2013.0,"['Action', 'Thriller']",6.3,135448.0,107.0,12.05,The Last Stand,"
The leader of a drug cartel busts out of a courthouse and speeds to the Mexican border, where the only thing in his path is a sheriff and his inexperienced staff.","
    Director:
Jee-woon Kim
| 
    Stars:
Arnold Schwarzenegger, 
Forest Whitaker, 
Johnny Knoxville, 
Rodrigo Santoro
"
2012.0,"['Drama', 'Romance']",7.5,65455.0,120.0,2.06,De rouille et d'os,"
Put in charge of his young son, Alain leaves Belgium for Antibes to live with his sister and her husband as a family. Alain's bond with Stephanie, a killer whale trainer, grows deeper after Stephanie suffers a horrible accident.","
    Director:
Jacques Audiard
| 
    Stars:
Marion Cotillard, 
Matthias Schoenaerts, 
Armand Verdure, 
Céline Sallette
"
1990.0,"['Action', 'Western']",6.5,33616.0,104.0,44.14,Young Guns II,"
In 1881, cattle baron John Chisum pays a bounty to Patrick Floyd Garrett to kill outlaw Billy the Kid.","
    Director:
Geoff Murphy
| 
    Stars:
Emilio Estevez, 
Kiefer Sutherland, 
Lou Diamond Phillips, 
Christian Slater
"
2015.0,"['Adventure', 'Comedy', 'Family']",5.7,61772.0,111.0,35.09,Pan,"
Twelve-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be for ever known as Peter Pan.","
    Director:
Joe Wright
| 
    Stars:
Levi Miller, 
Hugh Jackman, 
Garrett Hedlund, 
Rooney Mara
"
2012.0,"['Biography', 'Crime', 'Drama']",6.8,72326.0,106.0,1.94,The Iceman,"
The story of Richard Kuklinski, the notorious contract killer and family man. When finally arrested in 1986, neither his wife nor daughters had any clue about his real profession.","
    Director:
Ariel Vromen
| 
    Stars:
Michael Shannon, 
Chris Evans, 
James Franco, 
Winona Ryder
"
2007.0,"['Action', 'Adventure', 'Crime']",6.2,106197.0,121.0,27.67,Hannibal Rising,"
After the death of his parents during World War II, young Hannibal Lecter moves in with his beautiful aunt and begins plotting revenge on the barbarians responsible for his sister's death.","
    Director:
Peter Webber
| 
    Stars:
Gaspard Ulliel, 
Rhys Ifans, 
Gong Li, 
Aaran Thomas
"
2008.0,"['Drama', 'Sci-Fi', 'Thriller']",5.5,165900.0,104.0,79.37,The Day the Earth Stood Still,"
A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth.","
    Director:
Scott Derrickson
| 
    Stars:
Keanu Reeves, 
Jennifer Connelly, 
Kathy Bates, 
Jaden Smith
"
2005.0,"['Action', 'Adventure', 'Comedy']",3.7,34853.0,93.0,39.18,The Adventures of Sharkboy and Lavagirl 3-D,"
A young boy is recruited by his imaginary friends Sharkboy and Lavagirl to help save their planet.","
    Director:
Robert Rodriguez
| 
    Stars:
Cayden Boyd, 
George Lopez, 
Kristin Davis, 
David Arquette
"
2012.0,"['Action', 'Crime', 'Thriller']",6.3,295140.0,92.0,139.85,Taken 2,"
In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.","
    Director:
Olivier Megaton
| 
    Stars:
Liam Neeson, 
Famke Janssen, 
Maggie Grace, 
Leland Orser
"
2009.0,"['Comedy', 'Romance']",6.4,209052.0,96.0,88.92,The Ugly Truth,"
An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.","
    Director:
Robert Luketic
| 
    Stars:
Katherine Heigl, 
Gerard Butler, 
Bree Turner, 
Eric Winter
"
2017.0,"['Action', 'Drama', 'Thriller']",6.2,9324.0,93.0,0.01,Sweet Virginia,"
A former rodeo champ befriends a young man with a propensity for violence.","
    Director:
Jamie M. Dagg
| 
    Stars:
Jon Bernthal, 
Christopher Abbott, 
Imogen Poots, 
Rosemarie DeWitt
"
2014.0,"['Action', 'Biography', 'Crime']",6.2,73461.0,118.0,30.58,Deliver Us from Evil,"
New York police officer Ralph Sarchie investigates a series of crimes. He joins forces with an unconventional priest, schooled in the rites of exorcism, to combat the possessions that are terrorizing their city.","
    Director:
Scott Derrickson
| 
    Stars:
Eric Bana, 
Edgar Ramírez, 
Olivia Munn, 
Chris Coy
"
2011.0,['Horror'],3.8,36912.0,91.0,0.12,The Human Centipede II (Full Sequence),"
Inspired by the fictional Dr. Heiter, disturbed loner Martin dreams of creating a 12-person centipede and sets out to realize his sick fantasy.","
    Director:
Tom Six
| 
    Stars:
Laurence R. Harvey, 
Ashlynn Yennie, 
Maddi Black, 
Kandace Caine
"
2013.0,"['Action', 'Crime', 'Drama']",6.5,65672.0,118.0,10.88,Dead Man Down,"
In New York City, a crime lord's right-hand man is helped by a woman seeking retribution.","
    Director:
Niels Arden Oplev
| 
    Stars:
Colin Farrell, 
Noomi Rapace, 
Dominic Cooper, 
Terrence Howard
"
2006.0,"['Crime', 'Drama', 'Music']",6.5,113232.0,104.0,65.33,Step Up,"
Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.","
    Director:
Anne Fletcher
| 
    Stars:
Channing Tatum, 
Jenna Dewan, 
Damaine Radcliff, 
De'Shawn Washington
"
2015.0,"['Crime', 'Drama', 'History']",6.5,67925.0,137.0,1.21,Child 44,"
A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.","
    Director:
Daniel Espinosa
| 
    Stars:
Tom Hardy, 
Gary Oldman, 
Noomi Rapace, 
Joel Kinnaman
"
2017.0,"['Drama', 'Horror', 'Mystery']",6.3,23476.0,116.0,0.03,Berlin Syndrome,"
A passionate holiday romance leads to an obsessive relationship, when an Australian photojournalist wakes one morning in a Berlin apartment and is unable to leave.","
    Director:
Cate Shortland
| 
    Stars:
Teresa Palmer, 
Max Riemelt, 
Matthias Habich, 
Emma Bading
"
2016.0,['Comedy'],5.9,72433.0,105.0,54.77,Office Christmas Party,"
When his uptight CEO sister threatens to shut down his branch, the branch manager throws an epic Christmas party in order to land a big client and save the day, but the party gets way out of hand...","
    Directors:
Josh Gordon, 
Will Speck
| 
    Stars:
Jason Bateman, 
Olivia Munn, 
T.J. Miller, 
Jennifer Aniston
"
2016.0,"['Crime', 'Drama']",5.7,10127.0,88.0,0.2,White Girl,"
Summer, New York City. A college girl falls hard for a guy she just met. After a night of partying goes wrong, she goes to wild extremes to get him back.","
    Director:
Elizabeth Wood
| 
    Stars:
Morgan Saylor, 
Brian Marc, 
Justin Bartha, 
Adrian Martinez
"
1998.0,"['Action', 'Crime', 'Drama']",6.1,70935.0,111.0,32.94,Mercury Rising,"
Shadowy elements in the NSA target a nine-year old autistic savant for death when he is able to decipher a top secret code.","
    Director:
Harold Becker
| 
    Stars:
Bruce Willis, 
Miko Hughes, 
Alec Baldwin, 
Chi McBride
"
2017.0,"['Comedy', 'Crime', 'Drama']",5.7,41867.0,105.0,5.78,Suburbicon,"
As a 1950s suburban community self-destructs, a home invasion has sinister consequences for one seemingly normal family.","
    Director:
George Clooney
| 
    Stars:
Matt Damon, 
Julianne Moore, 
Oscar Isaac, 
Noah Jupe
"
2016.0,"['Comedy', 'Horror', 'Thriller']",6.5,33703.0,89.0,0.02,Better Watch Out,"
On a quiet suburban street, a babysitter must defend a twelve-year-old boy from intruders, only to discover it's far from a normal home invasion.","
    Director:
Chris Peckover
| 
    Stars:
Olivia DeJonge, 
Levi Miller, 
Ed Oxenbould, 
Aleks Mikic
"
2012.0,"['Action', 'Crime', 'Thriller']",6.5,106164.0,94.0,17.14,Safe,"
Mei, a young girl whose memory holds a priceless numerical code, finds herself pursued by the Triads, the Russian mob, and corrupt NYC cops. Coming to her aid is an ex-cage fighter whose life was destroyed by the gangsters on Mei's trail.","
    Director:
Boaz Yakin
| 
    Stars:
Jason Statham, 
Catherine Chan, 
Chris Sarandon, 
Robert John Burke
"
2019.0,"['Action', 'Crime', 'Thriller']",5.4,4495.0,112.0,0.28,Killerman,"
Two NYC money launderers make a quick drug deal. Things go wrong, as dirty cops are involved. One of the friends gets amnesia during their escape with the drugs and money.","
    Director:
Malik Bader
| 
    Stars:
Liam Hemsworth, 
Emory Cohen, 
Diane Guerrero, 
Zlatko Buric
"
1997.0,"['Action', 'Crime', 'Drama']",6.2,62161.0,111.0,42.87,The Devil's Own,"
A police officer uncovers the real identity of his house-guest, an I.R.A. terrorist in hiding.","
    Director:
Alan J. Pakula
| 
    Stars:
Harrison Ford, 
Brad Pitt, 
Margaret Colin, 
Rubén Blades
"
2013.0,"['Animation', 'Biography', 'Drama']",7.8,77732.0,126.0,5.21,Kaze tachinu,"
A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.","
    Director:
Hayao Miyazaki
| 
    Stars:
Hideaki Anno, 
Hidetoshi Nishijima, 
Miori Takimoto, 
Masahiko Nishimura
"
2017.0,"['Crime', 'Drama', 'Horror']",6.6,20965.0,103.0,0.03,Super Dark Times,"
Teenagers Zach and Josh have been best friends their whole lives, but when a gruesome accident leads to a cover-up, the secret drives a wedge between them and propels them down a rabbit hole of escalating paranoia and violence.","
    Director:
Kevin Phillips
| 
    Stars:
Owen Campbell, 
Charlie Tahan, 
Elizabeth Cappuccino, 
Amy Hargreaves
"
2006.0,"['Drama', 'Thriller', 'War']",7.7,74139.0,145.0,4.4,Zwartboek,"
In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.","
    Director:
Paul Verhoeven
| 
    Stars:
Carice van Houten, 
Sebastian Koch, 
Thom Hoffman, 
Halina Reijn
"
1989.0,"['Comedy', 'Crime']",6.9,51788.0,103.0,46.91,"See No Evil, Hear No Evil","
Dave is deaf, and Wally is blind. They witness a murder, but it was Dave who was looking at her, and Wally who was listening.","
    Director:
Arthur Hiller
| 
    Stars:
Richard Pryor, 
Gene Wilder, 
Joan Severance, 
Kevin Spacey
"
2015.0,"['Drama', 'War']",7.7,76530.0,137.0,0.08,Beasts of No Nation,"
A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.","
    Director:
Cary Joji Fukunaga
| 
    Stars:
Abraham Attah, 
Emmanuel Affadzi, 
Ricky Adelayitor, 
Andrew Adote
"
2019.0,"['Comedy', 'Fantasy', 'Musical']",5.9,65584.0,89.0,48.79,Isn't It Romantic,"
A young woman disenchanted with love mysteriously finds herself trapped inside a romantic comedy.","
    Director:
Todd Strauss-Schulson
| 
    Stars:
Rebel Wilson, 
Liam Hemsworth, 
Adam Devine, 
Priyanka Chopra Jonas
"
2010.0,"['Crime', 'Drama', 'Mystery']",7.2,159090.0,128.0,15.54,The Ghost Writer,"
A ghost writer, hired to complete the memoirs of a former British Prime Minister, uncovers secrets that put his own life in jeopardy.","
    Director:
Roman Polanski
| 
    Stars:
Ewan McGregor, 
Pierce Brosnan, 
Olivia Williams, 
Jon Bernthal
"
1967.0,"['Drama', 'Music', 'Romance']",6.0,7900.0,123.0,44.43,Valley of the Dolls,"
Film version of Jacqueline Susann's best-selling novel chronicling the rise and fall of three young women in show business.","
    Director:
Mark Robson
| 
    Stars:
Barbara Parkins, 
Patty Duke, 
Paul Burke, 
Sharon Tate
"
2017.0,"['Drama', 'Fantasy']",6.3,31775.0,132.0,57.39,The Shack,"
A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""","
    Director:
Stuart Hazeldine
| 
    Stars:
Sam Worthington, 
Octavia Spencer, 
Tim McGraw, 
Radha Mitchell
"
2015.0,"['Drama', 'Horror', 'Sci-Fi']",5.6,42895.0,95.0,0.19,Maggie,"
A teenage girl in the Midwest becomes infected by an outbreak of a disease that slowly turns the infected into cannibalistic zombies. During her transformation, her loving father stays by her side.","
    Director:
Henry Hobson
| 
    Stars:
Arnold Schwarzenegger, 
Abigail Breslin, 
Joely Richardson, 
Laura Cayouette
"
2013.0,"['Action', 'Crime', 'Drama']",6.2,77749.0,109.0,19.7,Broken City,"
In a city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure: Mayor Nicholas Hostetler.","
    Director:
Allen Hughes
| 
    Stars:
Mark Wahlberg, 
Russell Crowe, 
Catherine Zeta-Jones, 
Jeffrey Wright
"
2008.0,"['Drama', 'Music', 'Romance']",6.2,82792.0,98.0,58.02,Step Up 2: The Streets,"
Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.","
    Director:
Jon M. Chu
| 
    Stars:
Robert Hoffman, 
Briana Evigan, 
Cassie Ventura, 
Adam Sevani
"
2012.0,"['Action', 'Crime', 'Drama']",6.4,119261.0,109.0,66.53,Contraband,"
To protect his brother-in-law from a drug lord, a former smuggler heads to Panama to score millions of dollars in counterfeit bills.","
    Director:
Baltasar Kormákur
| 
    Stars:
Mark Wahlberg, 
Giovanni Ribisi, 
Kate Beckinsale, 
Robert Wahlberg
"
1994.0,"['Crime', 'Drama', 'Mystery']",6.7,62748.0,119.0,92.12,The Client,"
A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.","
    Director:
Joel Schumacher
| 
    Stars:
Susan Sarandon, 
Tommy Lee Jones, 
Brad Renfro, 
Mary-Louise Parker
"
2012.0,"['Adventure', 'Comedy', 'Drama']",5.6,85615.0,106.0,64.94,Mirror Mirror,"
An evil queen steals control of a kingdom and an exiled princess enlists the help of seven resourceful rebels to win back her birthright.","
    Director:
Tarsem Singh
| 
    Stars:
Lily Collins, 
Julia Roberts, 
Armie Hammer, 
Nathan Lane
"
2013.0,"['Horror', 'Thriller']",5.7,28118.0,106.0,0.0,I Spit on Your Grave 2,"
When Katie innocently accepts an offer to have new photos taken for her portfolio, the experience quickly turns into a nightmare of rape, torture and kidnapping. Now, she will have to find the strength to exact her brutal revenge.","
    Director:
Steven R. Monroe
| 
    Stars:
Jemma Dallender, 
Joe Absolom, 
Yavor Baharov, 
George Zlatarev
"
1974.0,"['Drama', 'Romance']",6.4,24087.0,144.0,6.74,The Great Gatsby,"
A Midwesterner becomes fascinated with his nouveau riche neighbor, who obsesses over his lost love.","
    Director:
Jack Clayton
| 
    Stars:
Robert Redford, 
Mia Farrow, 
Bruce Dern, 
Karen Black
"
2017.0,"['Drama', 'Fantasy', 'Horror']",7.0,28282.0,116.0,0.15,Thelma,"
A confused religious girl tries to deny her feelings for a female friend who's in love with her. This causes her suppressed subconsciously-controlled psychokinetic powers to reemerge with devastating results.","
    Director:
Joachim Trier
| 
    Stars:
Eili Harboe, 
Kaya Wilkins, 
Henrik Rafaelsen, 
Ellen Dorrit Petersen
"
2010.0,"['Drama', 'Music', 'Romance']",6.2,56610.0,107.0,42.4,Step Up 3D,"
A tight-knit group of New York City street dancers find themselves pitted against the world's best hip hop dancers in a high-stakes showdown.","
    Director:
Jon M. Chu
| 
    Stars:
Sharni Vinson, 
Rick Malambri, 
Adam Sevani, 
Alyson Stoner
"
2019.0,"['Action', 'Thriller']",5.6,10345.0,96.0,0.08,Triple Threat,"
When a billionaire's daughter intent on bringing down a major crime syndicate is targeted by a group of professional assassins, a team of mercenaries must stop them before they kill her.","
    Director:
Jesse V. Johnson
| 
    Stars:
Tony Jaa, 
Tiger Hu Chen, 
Iko Uwais, 
Scott Adkins
"
2010.0,"['Animation', 'Adventure', 'Family']",7.6,84951.0,94.0,19.2,Kari-gurashi no Arietti,"
The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered.","
    Director:
Hiromasa Yonebayashi
| 
    Stars:
Amy Poehler, 
Will Arnett, 
Mirai Shida, 
Ryûnosuke Kamiki
"
2012.0,"['Drama', 'Music', 'Romance']",6.4,54763.0,99.0,35.07,Step Up Revolution,"
Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.","
    Director:
Scott Speer
| 
    Stars:
Kathryn McCormick, 
Ryan Guzman, 
Cleopatra Coleman, 
Misha Gabriel Hamilton
"
2013.0,"['Animation', 'Adventure', 'Comedy']",6.4,94660.0,95.0,119.79,Cloudy with a Chance of Meatballs 2,"
Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational, and is churning out menacing food-animal hybrids.","
    Directors:
Cody Cameron, 
Kris Pearn
| 
    Stars:
Bill Hader, 
Anna Faris, 
Will Forte, 
Neil Patrick Harris
"
2009.0,"['Action', 'Crime', 'Drama']",6.7,61994.0,132.0,27.15,Brooklyn's Finest,"
Three unconnected Brooklyn cops wind up at the same deadly location after enduring vastly different career paths.","
    Director:
Antoine Fuqua
| 
    Stars:
Richard Gere, 
Don Cheadle, 
Ethan Hawke, 
Wesley Snipes
"
2008.0,"['Horror', 'Mystery']",6.1,103973.0,110.0,30.69,Mirrors,"
An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.","
    Director:
Alexandre Aja
| 
    Stars:
Kiefer Sutherland, 
Paula Patton, 
Amy Smart, 
Cameron Boyce
"
2014.0,"['Drama', 'Fantasy', 'Horror']",5.7,24861.0,87.0,0.01,Honeymoon,"
A newlywed couple finds their lake-country honeymoon descend into chaos after Paul finds Bea wandering and disoriented in the middle of the night.","
    Director:
Leigh Janiak
| 
    Stars:
Rose Leslie, 
Harry Treadaway, 
Ben Huber, 
Hanna Brown
"
1958.0,"['Crime', 'Drama', 'Film-Noir']",8.0,100664.0,95.0,2.24,Touch of Evil,"
A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.","
    Director:
Orson Welles
| 
    Stars:
Charlton Heston, 
Orson Welles, 
Janet Leigh, 
Joseph Calleia
"
2015.0,"['Biography', 'Crime', 'Drama']",6.3,65679.0,99.0,4.72,True Story,"
When disgraced New York Times reporter Michael Finkel meets accused killer Christian Longo - who has taken on Finkel's identity - his investigation morphs into a game of cat-and-mouse.","
    Director:
Rupert Goold
| 
    Stars:
James Franco, 
Jonah Hill, 
Felicity Jones, 
Maria Dizzia
"
2013.0,"['Animation', 'Adventure', 'Comedy']",5.7,43335.0,91.0,90.29,Planes,"
A cropdusting plane with a fear of heights lives his dream of competing in a famous around-the-world aerial race.","
    Director:
Klay Hall
| 
    Stars:
Carlos Alazraqui, 
Dane Cook, 
Stacy Keach, 
Brad Garrett
"
2014.0,"['Animation', 'Drama', 'Family']",7.7,35523.0,103.0,0.77,Omoide no Mânî,"
Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.","
    Directors:
James Simone, 
Hiromasa Yonebayashi
| 
    Stars:
Sara Takatsuki, 
Kasumi Arimura, 
Nanako Matsushima, 
Susumu Terajima
"
2014.0,"['Comedy', 'Drama', 'Romance']",7.1,37373.0,91.0,0.51,The One I Love,"
A troubled couple vacate to a beautiful getaway, but bizarre circumstances further complicate their situation.","
    Director:
Charlie McDowell
| 
    Stars:
Mark Duplass, 
Elisabeth Moss, 
Ted Danson, 
Kiana Cason
"
2017.0,['Horror'],3.9,19260.0,100.0,2.24,Jeepers Creepers 3,"
Sheriff Dan Tashtego and a team of creeper hunters enlist the help of officer Davis Tubbs to help stop the monster's eating spree.","
    Director:
Victor Salva
| 
    Stars:
Stan Shaw, 
Gabrielle Haugh, 
Brandon Smith, 
Meg Foster
"
